  4.54308151	  5.79695241	
  4.52573074	  5.84152694	
  4.51189470	  5.89158499	
  4.50296786	  5.94533833	
  4.49992217	  6.00098953	
  4.50296795	  6.05466124	
  4.51189507	  6.10841482	
  4.52573072	  6.15847292	
  4.54308187	  6.20304742	
  4.57617819	  5.73463001	
  4.55255431	  5.77682016	
  4.55255360	  6.22317920	
  4.57617817	  6.26536977	
  4.64635532	  5.64646174	
  4.61989050	  5.67507101	
  4.61989066	  6.32492896	
  4.64635517	  6.35353834	
  4.67421025	  5.62066552	
  4.67421003	  6.37933418	
  4.73488985	  5.57606479	
  4.73488977	  6.42393516	
  4.79700518	  5.54301512	
  4.77726384	  5.55227082	
  4.77726302	  6.44772884	
  4.79700511	  6.45698525	
  4.84178114	  5.52568882	
  4.84178098	  6.47431076	
  4.89195656	  5.51178583	
  4.89195647	  6.48821455	
  4.94394186	  5.50308710	
  4.94394130	  6.49691262	
  4.99950607	  5.49998041	
  4.99950544	  6.50001965	
  5.05512272	  5.50304708	
  5.05512270	  6.49695327	
  5.10879464	  5.51196367	
  5.10879444	  6.48803604	
  5.15775290	  5.52548114	
  5.15775297	  6.47451877	
  5.20311916	  5.54310465	
  5.22363887	  5.55280256	
  5.22363878	  6.44719779	
  5.20311900	  6.45689521	
  5.26466060	  5.57572839	
  5.26466049	  6.42427179	
  5.32518916	  5.62018051	
  5.32518949	  6.37981940	
  5.35353997	  5.64642493	
  5.37956165	  5.67452389	
  5.37956135	  6.32547625	
  5.35354021	  6.35357538	
  5.42408472	  5.73512586	
  5.44698422	  5.77588516	
  5.44698388	  6.22411501	
  5.42408507	  6.26487406	
  5.45691491	  5.79678939	
  5.47439383	  5.84202072	
  5.48800726	  5.89081609	
  5.49691345	  5.94441228	
  5.50000000	  6.00000051	
  5.49691317	  6.05558776	
  5.48800721	  6.10918410	
  5.47439408	  6.15797938	
  5.45691484	  6.20321062	
