  4.52924452	  5.79085722	
  4.47719223	  5.82458081	
  4.43568409	  5.87475497	
  4.40890357	  5.93601500	
  4.39976651	  6.00296859	
  4.40890386	  6.06398371	
  4.43568522	  6.12524445	
  4.47719217	  6.17541875	
  4.52924560	  6.20914227	
  4.52853457	  5.70389004	
  4.45766292	  5.73046047	
  4.45766079	  6.26953759	
  4.52853452	  6.29610930	
  4.63906596	  5.63938523	
  4.55967151	  5.62521302	
  4.55967197	  6.37478689	
  4.63906550	  6.36061502	
  4.62263075	  5.56199656	
  4.62263008	  6.43800253	
  4.70466956	  5.52819436	
  4.70466932	  6.47180547	
  4.79101553	  5.52904537	
  4.73179153	  5.45681247	
  4.73178905	  6.54318651	
  4.79101534	  6.47095574	
  4.82534343	  5.47706645	
  4.82534295	  6.52293228	
  4.87586967	  5.43535749	
  4.87586942	  6.56464366	
  4.93182558	  5.40926131	
  4.93182389	  6.59073786	
  4.99851820	  5.39994124	
  4.99851631	  6.60005895	
  5.06536815	  5.40914123	
  5.06536810	  6.59085982	
  5.12638393	  5.43589100	
  5.12638332	  6.56410813	
  5.17325870	  5.47644342	
  5.17325892	  6.52355630	
  5.20935749	  5.52931394	
  5.27091662	  5.45840767	
  5.27091634	  6.54159337	
  5.20935700	  6.47068562	
  5.29398179	  5.52718516	
  5.29398146	  6.47281537	
  5.37556747	  5.56054152	
  5.37556846	  6.43945819	
  5.36061992	  5.63927479	
  5.43868496	  5.62357168	
  5.43868405	  6.37642875	
  5.36062064	  6.36072613	
  5.47225415	  5.70537758	
  5.54095266	  5.72765547	
  5.54095165	  6.27234504	
  5.47225520	  6.29462218	
  5.47074473	  5.79036817	
  5.52318148	  5.82606216	
  5.56402177	  5.87244826	
  5.59074034	  5.93323683	
  5.60000000	  6.00000152	
  5.59073952	  6.06676329	
  5.56402164	  6.12755229	
  5.52318223	  6.17393815	
  5.47074451	  6.20963186	
