  4.50000000	  5.77694968	
  4.50000000	  5.83375402	
  4.50000000	  5.88799606	
  4.50000000	  5.94408211	
  4.50000000	  6.00000000	
  4.50000000	  6.05591789	
  4.50000000	  6.11200394	
  4.50000000	  6.16624598	
  4.50000000	  6.22305032	
  4.55000000	  5.71935996	
  4.50186947	  5.75000000	
  4.50186947	  6.25000000	
  4.55000000	  6.28064004	
  4.60000000	  5.60000000	
  4.60000000	  5.65729597	
  4.60000000	  6.34270403	
  4.60000000	  6.40000000	
  4.65729597	  5.60000000	
  4.65729597	  6.40000000	
  4.71935996	  5.55000000	
  4.71935996	  6.45000000	
  4.77694968	  5.50000000	
  4.75000000	  5.50186947	
  4.75000000	  6.49813053	
  4.77694968	  6.50000000	
  4.83375402	  5.50000000	
  4.83375402	  6.50000000	
  4.88799606	  5.50000000	
  4.88799606	  6.50000000	
  4.94408211	  5.50000000	
  4.94408211	  6.50000000	
  5.00000000	  5.50000000	
  5.00000000	  6.50000000	
  5.05591789	  5.50000000	
  5.05591789	  6.50000000	
  5.11200394	  5.50000000	
  5.11200394	  6.50000000	
  5.16624598	  5.50000000	
  5.16624598	  6.50000000	
  5.22305032	  5.50000000	
  5.25000000	  5.50186947	
  5.25000000	  6.49813053	
  5.22305032	  6.50000000	
  5.28064004	  5.55000000	
  5.28064004	  6.45000000	
  5.34270403	  5.60000000	
  5.34270403	  6.40000000	
  5.40000000	  5.60000000	
  5.40000000	  5.65729597	
  5.40000000	  6.34270403	
  5.40000000	  6.40000000	
  5.45000000	  5.71935996	
  5.49813053	  5.75000000	
  5.49813053	  6.25000000	
  5.45000000	  6.28064004	
  5.50000000	  5.77694968	
  5.50000000	  5.83375402	
  5.50000000	  5.88799606	
  5.50000000	  5.94408211	
  5.50000000	  6.00000000	
  5.50000000	  6.05591789	
  5.50000000	  6.11200394	
  5.50000000	  6.16624598	
  5.50000000	  6.22305032	
