         110         121   5.4999804645807098        6.0009881241480230        5.5088175724734176        6.0011628356034032     
         110         122   5.4969349529323157        6.0546523935756866        5.5057306815652378        6.0555242638733793     
         110         123   5.4880098710369527        6.1083931885545155        5.5052717080713123        6.1122048787569323     
         110         124   5.4741772329839238        6.1584408237181378        5.5075567846025812        6.1700943868529645     
         110         125   5.4568290072766708        6.2030082014397632        5.5053619053491554        6.2243871117180225     
         109         125   5.4448285099999998        6.2283144000000004        5.4821935700346049        6.2519147662812760     
         109         126   5.4237399395821333        6.2653168281084515        5.4534484917330532        6.2844845595625403     
         108         127   5.3800342666682228        6.3248668348394395        5.4004587930228665        6.3417772967842971     
         108         128   5.3535748141042996        6.3534703200852007        5.4043108378631928        6.4027232986056619     
         108         126   5.4033441499999997        6.2954888300000000        5.4100696948963307        6.3012239887464903     
         107         128   5.3257253451909943        6.3792609628686439        5.3490696375278208        6.4058136278063253     
         106         129   5.2650585721009122        6.4238524108799826        5.2839326020176429        6.4537484138687162     
         106         128   5.2914896000000002        6.4062433199999997        5.3019837049116338        6.4204691332317143     
         105         129   5.2239088999999996        6.4470624900000004        5.2519323807838276        6.5022241571680475     
         105         130   5.2029562891341001        6.4568952334475931        5.2238541157146381        6.5056372158058204     
         104         130   5.1581878046683771        6.4742185045628338        5.1695111407045200        6.5077115196706528     
         103         130   5.1080240295008217        6.4881186550995533        5.1116654016561904        6.5054172217692550     
         102         130   5.0560462411494616        6.4968160368339101        5.0571783646662656        6.5055820676542240     
         101         130   5.0004928194091516        6.4999220527578743        5.0005800701701544        6.5087604568731372     
         100         130   4.9448876848114756        6.4968559667560939        4.9439289952387249        6.5056426563661294     
          99         130   4.8912273462752776        6.4879411951817199        4.8872450305720383        6.5051644690180073     
          98         130   4.8422769846888034        6.4744260358286025        4.8316184236241870        6.5081364952741785     
          97         130   4.7969210636653159        6.4568064005397998        4.7750634432307510        6.5051255937133048     
          96         129   4.7353900020855582        6.4241881131151812        4.7171105524117962        6.4544513204736953     
          97         129   4.7849669500000003        6.4513988500000004        4.7700796364782239        6.5022994187208338     
          94         128   4.6465286114010187        6.3535059195915746        4.5967766727942569        6.4037527563563801     
          95         128   4.6748731871680969        6.3797446851254289        4.6577616384242893        6.4000010396737750     
          96         128   4.7165927900000000        6.4119229300000002        4.6998058677645940        6.4430388301454631     
          94         127   4.6205128680672889        6.3254125276579520        4.5937310523454551        6.3484935663399895     
          93         126   4.5759978633846128        6.2648224553994334        4.5459162705399150        6.2833992627657658     
          94         126   4.5908966099999997        6.2874617600000002        4.5685000351621081        6.3016574789156010     
          92         125   4.5431737573516875        6.2031692700767058        4.4950721899209372        6.2255017399514188     
          93         125   4.5507469199999999        6.2194809900000001        4.4932120682151906        6.2422376556191113     
          92         124   4.5256987989362960        6.1579492095494137        4.4920955879575741        6.1689412162779194     
          92         123   4.5120878329552694        6.1091610479220364        4.4949047021784017        6.1133131578320761     
          92         122   4.5031836973009254        6.0555756676351251        4.4944068886086868        6.0566209566764142     
