  4.54309482	  5.79681667	
  4.52558446	  5.84206691	
  4.51199103	  5.89087485	
  4.50308514	  5.94444726	
  4.50000000	  6.00000000	
  4.50308514	  6.05555274	
  4.51199103	  6.10912515	
  4.52558446	  6.15793309	
  4.54309482	  6.20318333	
  4.57585383	  5.73520321	
  4.55295549	  5.77602962	
  4.55295549	  6.22397038	
  4.57585383	  6.26479679	
  4.64644661	  5.64644661	
  4.62032630	  5.67465627	
  4.62032630	  6.32534373	
  4.64644661	  6.35355339	
  4.67465627	  5.62032630	
  4.67465627	  6.37967370	
  4.73520321	  5.57585383	
  4.73520321	  6.42414617	
  4.79681667	  5.54309482	
  4.77602962	  5.55295549	
  4.77602962	  6.44704451	
  4.79681667	  6.45690518	
  4.84206691	  5.52558446	
  4.84206691	  6.47441554	
  4.89087485	  5.51199103	
  4.89087485	  6.48800897	
  4.94444726	  5.50308514	
  4.94444726	  6.49691486	
  5.00000000	  5.50000000	
  5.00000000	  6.50000000	
  5.05555274	  5.50308514	
  5.05555274	  6.49691486	
  5.10912515	  5.51199103	
  5.10912515	  6.48800897	
  5.15793309	  5.52558446	
  5.15793309	  6.47441554	
  5.20318333	  5.54309482	
  5.22397038	  5.55295549	
  5.22397038	  6.44704451	
  5.20318333	  6.45690518	
  5.26479679	  5.57585383	
  5.26479679	  6.42414617	
  5.32534373	  5.62032630	
  5.32534373	  6.37967370	
  5.35355339	  5.64644661	
  5.37967370	  5.67465627	
  5.37967370	  6.32534373	
  5.35355339	  6.35355339	
  5.42414617	  5.73520321	
  5.44704451	  5.77602962	
  5.44704451	  6.22397038	
  5.42414617	  6.26479679	
  5.45690518	  5.79681667	
  5.47441554	  5.84206691	
  5.48800897	  5.89087485	
  5.49691486	  5.94444726	
  5.50000000	  6.00000000	
  5.49691486	  6.05555274	
  5.48800897	  6.10912515	
  5.47441554	  6.15793309	
  5.45690518	  6.20318333	
